"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/22/2021","Smith Brothers Farms, Inc.","SMITH BROTHERS FARMS 877-64556","14.97","debit","Groceries","Fidelity Visa","",""
"10/22/2021","Nationwide","NATIONWIDE PET INS 800-872-7","107.88","debit","Pets","Fidelity Visa","",""
"10/22/2021","Www Costco Com","WWW COSTCO COM 800-955-2292 WA","12.71","credit","Clothing","Costco Visa","",""
"10/22/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","Chase Checking","",""
"10/22/2021","Chase card ending in 7738 10/22","Payment to Chase card ending in","2400.00","debit","Transfer","Chase Checking","",""
"10/22/2021","Chase card ending in 5822 10/22","Payment to Chase card ending in","110.18","debit","Transfer","Chase Checking","",""
"10/22/2021","Payment Thank You - Web","Payment Thank You - Web","110.18","credit","Transfer","Chase Freedom","",""
"10/22/2021","Amazon","Amazon Tips*2Y17A28H0","7.00","debit","Shopping","Amazon Chase","",""
"10/22/2021","Payment Thank You - Web","Payment Thank You - Web","2400.00","credit","Transfer","Amazon Chase","",""
"10/21/2021","Safeway","SAFEWAY #0533 0533  WOODINVILLE         WA","94.47","debit","Groceries","AmEx Blue Cash","",""
"10/21/2021","Safeway","SAFEWAY #0533 0533  WOODINVILLE         WA","2.17","debit","Groceries","AmEx Blue Cash","",""
"10/21/2021","Amazon","AMZN Mktp US*2Y4GN3MI1","43.48","debit","Shopping","Amazon Chase","",""
"10/21/2021","Amazon","AMZN Mktp US*2Y3QV2LX2","1738.11","debit","Shopping","Amazon Chase","",""
"10/21/2021","Amazon","AMZN Mktp US*2Y1TX9VX1","38.61","debit","Shopping","Amazon Chase","",""
"10/21/2021","Amazon","AMZN Mktp US*2Y9NM5NT2","39.41","debit","Shopping","Amazon Chase","",""
"10/21/2021","Amazon","Amazon.com*2Y21A1LB2","77.64","debit","Shopping","Amazon Chase","",""
"10/21/2021","BLOOMZ CONV PACK","BLOOMZ CONV PACK","9.99","debit","Restaurants","Chase Freedom","",""
"10/20/2021","NY TIMES NYTIME 402-935-7733 NY","PAYPAL *NY TIMES NYTIME 402-935-7733 NY","4.00","debit","Newspapers & Magazines","Alliant Visa","",""
"10/20/2021","Costco Gas","COSTCO GAS #0747 WOODINVILLE WA","44.52","debit","Gas & Fuel","Costco Visa","",""
"10/19/2021","Safeway","SAFEWAY #0533 0533  WOODINVILLE         WA","86.49","debit","Groceries","AmEx Blue Cash","",""
"10/19/2021","LITRES 35314369001 IE","PAYPAL *LITRES 35314369001 IE","1.52","debit","Books","Alliant Visa","",""
"10/19/2021","Boden","JP Boden Services Inc Wilmington DE","25.87","debit","Clothing","Alliant Visa","",""
"10/19/2021","LITRES 35314369001 IE","PAYPAL *LITRES 35314369001 IE","2.93","debit","Books","Alliant Visa","",""
"10/19/2021","LITRES 35314369001 IE","PAYPAL *LITRES 35314369001 IE","4.11","debit","Books","Alliant Visa","",""
"10/19/2021","LITRES 35314369001 IE","PAYPAL *LITRES 35314369001 IE","0.58","debit","Books","Alliant Visa","",""
"10/19/2021","Seattle Children's","MED*SEATTLE CHILDRENS HOSSEATTLE WA","15.00","debit","Doctor","Costco Visa","",""
"10/19/2021","McDonald's","MCDONALD'S F7617 BOTHELL WA","5.40","debit","Fast Food","Costco Visa","",""
"10/19/2021","Costco","COSTCO WHSE #0747 WOODINVILLE WA","157.89","debit","Groceries","Costco Visa","",""
"10/19/2021","Alliant CU Visa WEBSERVPMT 9097 00000833920 WEB ID: 989765489","Alliant CU Visa  WEBSERVPMT 9097","2400.00","debit","Transfer","Chase Checking","",""
"10/19/2021","Amazon","AMZN Mktp US*2771M8UU2","23.86","debit","Shopping","Amazon Chase","",""
"10/19/2021","Amazon","Amazon.com*274IF0RE2","13.03","debit","Shopping","Amazon Chase","",""
"10/19/2021","Amazon","AMZN Mktp US*2Y1VA00Z1","19.56","debit","Shopping","Amazon Chase","",""
"10/18/2021","Puget Sound Energy","PUGET SOUND ENERGY INC 425-454-6","137.94","debit","Utilities","Fidelity Visa","",""
"10/18/2021","Puget Sound Energy","PUGET SOUND ENERGY INC 425-454-6","13.44","debit","Utilities","Fidelity Visa","",""
"10/18/2021","EVGRNHLTH-MILL CREEK PC 8772160753 WA","EVGRNHLTH-MILL CREEK PC 8772160753 WA","15.00","debit","Doctor","Alliant Visa","",""
"10/18/2021","Online Chicago Il","PAYMENT-ONLINE CHICAGO IL","2400.00","credit","Transfer","Alliant Visa","",""
"10/18/2021","OUTSCHOOL HTTPSOUTSCHOOCA","OUTSCHOOL HTTPSOUTSCHOOCA","22.00","debit","Tuition","Alliant Visa","",""
"10/18/2021","Costco Gas","COSTCO GAS #0747 WOODINVILLE WA","75.15","debit","Gas & Fuel","Costco Visa","",""
"10/17/2021","ADT Security","ADT SECURITY*403797703 WWW.ADT.COM FL","67.38","debit","Home Services","Alliant Visa","",""
"10/17/2021","SP * RED ROOSTER COFFE HTTPSREDROOSTVA","SP * RED ROOSTER COFFE HTTPSREDROOSTVA","68.82","debit","Coffee Shops","Alliant Visa","",""
"10/17/2021","PALACE ELITE WEB USD CANCUN QROO MX","PALACE ELITE WEB USD CANCUN QROO MX","246.45","debit","Vacation","Alliant Visa","",""
"10/17/2021","Amazon","Amazon.com*2Y07Z3OD0","19.92","debit","Shopping","Amazon Chase","",""
"10/17/2021","Amazon","AMZN Mktp US*277XQ56M2","73.86","debit","Shopping","Amazon Chase","",""
"10/15/2021","Safeway","SAFEWAY #0533 0533  WOODINVILLE         WA","50.47","debit","Groceries","AmEx Blue Cash","",""
"10/15/2021","Fred Meyer","FRED-MEYER #0457 BOTHELL WA","23.17","debit","Groceries","Alliant Visa","",""
"10/15/2021","McDonald's","MCDONALD'S F3317 KIRKLAND WA","6.49","debit","Fast Food","Costco Visa","",""
"10/15/2021","Costco","WWW COSTCO COM 800-955-2292 WA","27.16","debit","Shopping","Costco Visa","",""
"10/15/2021","Online Transfer 12693784807 to A mex High Yield Savings Acct ########5387 transaction #: 12693784807","Online Transfer 12693784807 to A","100.00","debit","Transfer","Chase Checking","",""
"10/15/2021","100-SFDC INC. PAYROLL PPD ID: 8359988345","100-SFDC INC.    PAYROLL","6011.18","credit","Paycheck","Chase Checking","",""
"10/15/2021","Amazon","Amazon Tips*2723U7552","5.00","debit","Shopping","Amazon Chase","",""
"10/15/2021","Amazon","Amazon.com*2Y9U80CU1","19.26","debit","Shopping","Amazon Chase","",""
"10/14/2021","Airline Ticket 844-8894052 MD","Airline Ticket 844-8894052 MD","2103.34","debit","Air Travel","Costco Visa","",""
"10/14/2021","Amazon","Amazon.com*275EV19C1","1.37","debit","Shopping","Amazon Chase","",""
"10/14/2021","Amazon","Amazon.com*272SG9SZ0","3.99","debit","Shopping","Amazon Chase","",""
"10/14/2021","Amazon","Amazon.com*272JX4230","47.26","debit","Shopping","Amazon Chase","",""
"10/14/2021","Amazon","Amazon.com*271F71XX2","14.12","debit","Shopping","Amazon Chase","",""
"10/14/2021","Amazon","Amazon.com*278FM0XR2","65.99","debit","Shopping","Amazon Chase","",""
"10/14/2021","Amazon","Amazon.com*2708Y09R1","6.87","debit","Shopping","Amazon Chase","",""
"10/14/2021","American Express","AMERICAN EXPRESS ACH PMT    W356","526.14","debit","Transfer","Chase Checking","",""
"10/13/2021","- THANK YOU","ONLINE PAYMENT - THANK YOU","526.14","credit","Transfer","AmEx Blue Cash","",""
"10/13/2021","Walgreens","WALGREENS #13770 WOODINVILLE WA","70.00","debit","Pharmacy","Alliant Visa","",""
"10/13/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA","22.44","debit","Home Improvement","Alliant Visa","",""
"10/12/2021","ABC*425 FITNESS 888-82792 24906411282131915429001; 07997;","ABC*425 FITNESS 888-82792","32.02","debit","Gym","Fidelity Visa","",""
"10/12/2021","Google Fi","GOOGLE* Google Fi 650-25300","125.43","debit","Mobile Phone","Fidelity Visa","",""
"10/12/2021","GRAMMARLY COKY56LOM GRAMMARLY 24492151282715058983824; 05734;","GRAMMARLY COKY56LOM GRAMMARLY","139.95","debit","Electronics & Software","Fidelity Visa","",""
"10/12/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","8.06","debit","Gaming","Alliant Visa","",""
"10/12/2021","McDonald's","MCDONALD'S F5795 WOODINVILLE WA","6.48","debit","Fast Food","Costco Visa","",""
"10/12/2021","PayPal","PAYPAL           INST XFER  GOOG","1.09","debit","Shopping","Chase Checking","",""
"10/12/2021","Chase card ending in 7738 10/12","Payment to Chase card ending in","800.00","debit","Transfer","Chase Checking","",""
"10/12/2021","EBATES CC EBT EPAY 5049 11236 WEB ID: 9130142001","EBATES CC        EBT EPAY   5049","266.35","debit","Transfer","Chase Checking","",""
"10/12/2021","PayPal","PAYPAL           INST XFER  GOOG","16.50","debit","Shopping","Chase Checking","",""
"10/12/2021","Microsoft","PAYPAL *MICROSOFT MICROSO","110.19","debit","Electronics & Software","Chase Freedom","",""
"10/12/2021","Credit","PayPal Credit","10.00","credit","Transfer","Chase Freedom","",""
"10/11/2021","OUTSCHOOL HTTPSOUTSCHOOCA","OUTSCHOOL HTTPSOUTSCHOOCA","10.00","debit","Tuition","Alliant Visa","",""
"10/11/2021","Payment Thank You - Web","Payment Thank You - Web","800.00","credit","Transfer","Amazon Chase","",""
"10/10/2021","Safeway","SAFEWAY #0533 0533  WOODINVILLE         WA","108.14","debit","Groceries","AmEx Blue Cash","",""
"10/10/2021","CIRQUESOLEILSHOWSTIX 800-450-1480 NV","CIRQUESOLEILSHOWSTIX 800-450-1480 NV","385.50","debit","Entertainment","Alliant Visa","",""
"10/10/2021","eBay","eBay O*14-07706-72016 408-3766151 CA","33.05","debit","Shopping","Alliant Visa","",""
"10/10/2021","Amazon Music","Amazon Music*277MX4OW2","4.34","debit","Music","Amazon Chase","",""
"10/09/2021","Costco","WWW COSTCO COM 800-955-2292 WA","41.52","debit","Shopping","Costco Visa","",""
"10/09/2021","Costco","WWW COSTCO COM 800-955-2292 WA","35.60","debit","Shopping","Costco Visa","",""
"10/08/2021","Smith Brothers Farms, Inc.","SMITH BROTHERS FARMS 877-64556","11.98","debit","Groceries","Fidelity Visa","",""
"10/08/2021","ABC*425 FITNESS 888-82792 24906411280131785936285; 07997;","ABC*425 FITNESS 888-82792","27.60","debit","Gym","Fidelity Visa","",""
"10/08/2021","KIDSCLUBSPA 35314369001 ES","PAYPAL *KIDSCLUBSPA 35314369001 ES","180.00","debit","Shopping","Alliant Visa","",""
"10/08/2021","Fred Meyer","FRED MEYER #0664 REDMOND WA","18.52","debit","Groceries","Alliant Visa","",""
"10/08/2021","Home Depot","THE HOME DEPOT #4723 REDMOND WA","36.46","debit","Home Improvement","Alliant Visa","",""
"10/08/2021","Costco Gas","COSTCO GAS #0747 WOODINVILLE WA","49.03","debit","Gas & Fuel","Costco Visa","",""
"10/08/2021","McDonald's","MCDONALD'S F3317 KIRKLAND WA","6.49","debit","Fast Food","Costco Visa","",""
"10/08/2021","Amazon","AMZN Mktp US*273R49TP0","45.65","debit","Shopping","Amazon Chase","",""
"10/07/2021","Whole Foods","WHOLEFDS KRK#10655 0KIRKLAND            WA","6.99","debit","Groceries","AmEx Blue Cash","",""
"10/06/2021","BANFIELD-PET*WPPAYMENT 360-784-5 24493981278083011229305; 05968;","BANFIELD-PET*WPPAYMENT 360-784-5","51.95","debit","Veterinary","Fidelity Visa","",""
"10/06/2021","Petco","PETCO 265 63502652 SEATTLE WA","30.95","debit","Pet Food & Supplies","Alliant Visa","",""
"10/06/2021","Walgreens","WALGREENS #6614 BOTHELL WA","10.00","debit","Pharmacy","Alliant Visa","",""
"10/06/2021","Aquarium Co-Op","SP * AQUARIUM CO-OP 120-65332281 WA","36.39","debit","Groceries","Alliant Visa","",""
"10/06/2021","Woodinville Pediatrics Clinic","WOODINVILLE PEDIATRIC DENWOODINVILLE WA","150.40","debit","Doctor","Alliant Visa","",""
"10/06/2021","CARDMEMBER SERV WEB payment **** *******7538 WEB ID: 5911111111","CARDMEMBER SERV  WEB PYMT   ****","1080.00","debit","Transfer","Chase Checking","",""
"10/06/2021","Amazon","AMZN Mktp US*2C2F332E2","11.95","debit","Shopping","Amazon Chase","",""
"10/06/2021","Amazon","Amazon.com*2C2QQ27M2","118.74","debit","Shopping","Amazon Chase","",""
"10/06/2021","Haggen","HAGGEN 3498","44.67","debit","Groceries","Amazon Chase","",""
"10/06/2021","Amazon","AMZN Mktp US*2C1LT1K62","73.82","debit","Shopping","Amazon Chase","",""
"10/06/2021","Amazon","AMZN Mktp US*2C3IF72N2","39.12","debit","Shopping","Amazon Chase","",""
"10/05/2021","INTERNET PAYMENT THANK YOU INTERNET; 00000;","INTERNET PAYMENT THANK YOU","1080.00","credit","Transfer","Fidelity Visa","",""
"10/05/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA CREDIT","22.00","credit","Home Improvement","Alliant Visa","",""
"10/05/2021","The Pokemon Company International Inc","THE POKEMON COMPANY IN 425-229-6000 WA","29.32","debit","Hobbies","Alliant Visa","",""
"10/05/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA","9.86","debit","Home Improvement","Alliant Visa","",""
"10/05/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","3.22","debit","Gaming","Alliant Visa","",""
"10/05/2021","REDSHELF ETEXTBOOKS HTTPSREDSHELFIL","REDSHELF ETEXTBOOKS HTTPSREDSHELFIL","41.86","debit","Books & Supplies","Alliant Visa","",""
"10/05/2021","McDonald's","MCDONALD'S F7617 BOTHELL WA","5.40","debit","Fast Food","Costco Visa","",""
"10/05/2021","Whole Foods","WHOLEFDS KRK#10655","67.64","debit","Groceries","Amazon Chase","",""
"10/05/2021","Trader Joe's","TRADER JOE'S #132  QPS","66.47","debit","Groceries","Amazon Chase","",""
"10/05/2021","Amazon","Amazon.com*2C1EA76L2","14.45","debit","Shopping","Amazon Chase","",""
"10/05/2021","Amazon","AMZN Mktp US*2C0FF7WT0","42.97","debit","Shopping","Amazon Chase","",""
"10/05/2021","CENTRAL LOAN ADM LOAN PAYMT 0160 381182 WEB ID: 9DRAFTING","CENTRAL LOAN ADM LOAN PAYMT 0160","137.85","debit","Mortgage & Rent","Chase Checking","",""
"10/04/2021","OUTSCHOOL HTTPSOUTSCHOOCA","OUTSCHOOL HTTPSOUTSCHOOCA","22.00","debit","Tuition","Alliant Visa","",""
"10/04/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA","107.79","debit","Home Improvement","Alliant Visa","",""
"10/04/2021","Amazon","AMZN Mktp US*2C9SW25R2","155.96","debit","Shopping","Amazon Chase","",""
"10/04/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","Chase Checking","",""
"10/03/2021","Background Checks Inc","SHS BACKGROUND CHECKS 888-2158296 IN","12.95","debit","Business Services","Alliant Visa","",""
"10/03/2021","Background Checks Inc","SHS BACKGROUND CHECKS 888-2158296 IN","12.95","debit","Business Services","Alliant Visa","",""
"10/03/2021","Amazon","AMZN Mktp US*2C06L57A0","28.26","debit","Shopping","Amazon Chase","",""
"10/02/2021","Spotify","SPOTIFY USA         NEW YORK","17.38","debit","Internet","AmEx Blue Cash","",""
"10/02/2021","Costco Gas","COSTCO GAS #0747 WOODINVILLE WA","57.45","debit","Gas & Fuel","Costco Visa","",""
"10/01/2021","Safeway","SAFEWAY #0533 0533  WOODINVILLE         WA","142.32","debit","Groceries","AmEx Blue Cash","",""
"10/01/2021","Smith Brothers Farms, Inc.","SMITH BROTHERS FARMS 877-64556","14.07","debit","Groceries","Fidelity Visa","",""
"10/01/2021","GRNCHEF*204645843 888-236-7295 CO","GRNCHEF*204645843 888-236-7295 CO","87.93","debit","Groceries","Alliant Visa","",""
"10/01/2021","McDonald's","MCDONALD'S F3317 KIRKLAND WA","6.49","debit","Fast Food","Costco Visa","",""
"10/01/2021","CHECK 128","CHECK","500.00","debit","Kids Activities","Chase Checking","",""
"10/01/2021","CORNERSTONE LOAN PAYMT 0166 363754 WEB ID: 9DRAFTING","CORNERSTONE      LOAN PAYMT 0166","4091.58","debit","Mortgage & Rent","Chase Checking","",""
"10/01/2021","Alliant CU Visa WEBSERVPMT 9097 00000833920 WEB ID: 989765489","Alliant CU Visa  WEBSERVPMT 9097","2072.40","debit","Transfer","Chase Checking","",""
"9/30/2021","FRGN TRANS FEE-SUPPORT_MDZ 74609051272000009109970; 00000;","FRGN TRANS FEE-SUPPORT_MDZ","0.20","debit","Fees & Charges","Fidelity Visa","",""
"9/30/2021","SUPPORT_MDZ RIGA 74609051272000009109970; 05815;","SUPPORT_MDZ RIGA","20.00","debit","Misc Expenses","Fidelity Visa","",""
"9/30/2021","DEPOSIT DIVIDEND Annual Percentage Yield Earned 0.55% for period from 09/01/21 thru 09/30/21 Based o","DEPOSIT DIVIDEND Annual Percentage Yield Earned 0.55% for period from 09/01/21 thru 09/30/21 Based on Average Daily Balance of: 21,768.57","9.82","credit","Investments","Alliant Savings","",""
"9/30/2021","Online Chicago Il","PAYMENT-ONLINE CHICAGO IL","2072.40","credit","Transfer","Alliant Visa","",""
"9/30/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","3.22","debit","Gaming","Alliant Visa","",""
"9/30/2021","McDonald's","MCDONALD'S F7617 BOTHELL WA","5.40","debit","Fast Food","Costco Visa","",""
"9/30/2021","CITI CARD ONLINE PAYMENT 4305 50881327641 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4305","1738.50","debit","Transfer","Chase Checking","",""
"9/30/2021","100-SFDC INC. PAYROLL PPD ID: 8359988345","100-SFDC INC.    PAYROLL","6011.18","credit","Paycheck","Chase Checking","",""
"9/30/2021","Online Transfer 12594968062 to A mex High Yield Savings Acct ########5387 transaction #: 12594968062","Online Transfer 12594968062 to A","100.00","debit","Transfer","Chase Checking","",""
"9/30/2021","100-SFDC INC. PAYROLL PPD ID: 8359988345","100-SFDC INC.    PAYROLL","5539.88","credit","Paycheck","Chase Checking","",""
"9/30/2021","Amazon","Amazon.com*2C9X48QR1","23.86","debit","Shopping","Amazon Chase","",""
"9/30/2021","Amazon","Amazon.com*2C7XW1JU2","13.41","debit","Shopping","Amazon Chase","",""
"9/30/2021","Amazon","Amazon.com*2C5XG5QN1","16.31","debit","Shopping","Amazon Chase","",""
"9/29/2021","Sirius Radio","SXM*SIRIUSXM.COM/ACCT 888-635-5","6.06","debit","Music","Fidelity Visa","",""
"9/29/2021","Airgas Usa, LLC","AIRGAS USA, LLC 866-935-3370 CA","30.63","debit","Business Services","Alliant Visa","",""
"9/29/2021","Breck's","BRECKS 513-354-1482 OH","65.50","debit","Lawn & Garden","Alliant Visa","",""
"9/29/2021","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","1738.50","credit","Transfer","Costco Visa","",""
"9/29/2021","PayPal","PAYPAL           INST XFER  GOOG","7.69","debit","Shopping","Chase Checking","",""
"9/29/2021","Chase card ending in 7738 09/29","Payment to Chase card ending in","10.86","debit","Transfer","Chase Checking","",""
"9/29/2021","REMOTE ONLINE DEPOSIT # 1 1","REMOTE ONLINE DEPOSIT #","10.86","credit","Income","Chase Checking","",""
"9/29/2021","Payment Thank You - Web","Payment Thank You - Web","10.86","credit","Transfer","Amazon Chase","",""
"9/28/2021","MEDIUMCORPO 402-935-7733 CA","PAYPAL *MEDIUMCORPO 402-935-7733 CA","5.00","debit","Hobbies","Alliant Visa","",""
"9/28/2021","Tires.com Online Order","TIRES.COM-ONLINE-ORDER SCOTTSDALE CREDIT","355.55","credit","Transfer","Alliant Visa","",""
"9/28/2021","USPS","USPS.COM POSTAL STORE 800-782-6724 MO","27.60","debit","Shipping","Alliant Visa","",""
"9/28/2021","Costco","COSTCO WHSE #0747 WOODINVILLE WA","178.70","debit","Groceries","Costco Visa","",""
"9/28/2021","Amazon","AMZN Mktp US*2C5EO34T2","14.77","debit","Shopping","Amazon Chase","",""
"9/28/2021","Amazon","Amazon Tips*2C3Q580N0","5.00","debit","Shopping","Amazon Chase","",""
"9/28/2021","Amazon","AMZN Mktp US*2C55G75U1","21.73","debit","Shopping","Amazon Chase","",""
"9/27/2021","RIDWELL HTTPSWWW.R 24011341267000048638343; 04789;","RIDWELL HTTPSWWW.R","16.00","debit","Shopping","Fidelity Visa","",""
"9/27/2021","HP Instant Ink","HP *INSTANT INK 855-785-2","3.25","debit","Printing","Fidelity Visa","",""
"9/27/2021","Home Depot","THE HOME DEPOT #4712 BOTHELL WA","23.09","debit","Home Improvement","Alliant Visa","",""
"9/27/2021","OUTSCHOOL HTTPSOUTSCHOOCA","OUTSCHOOL HTTPSOUTSCHOOCA","22.00","debit","Tuition","Alliant Visa","",""
"9/27/2021","Prime Video*2C5H64PH1","Prime Video*2C5H64PH1","3.25","debit","Movies & DVDs","Amazon Chase","",""
"9/27/2021","Amazon","AMZN Mktp US*2C4X45G21","24.99","debit","Shopping","Amazon Chase","",""
"9/27/2021","Amazon","Amazon.com*2C0KE9121","49.18","debit","Shopping","Amazon Chase","",""
"9/26/2021","MYFITNESSPAL WWW.MYFITNESSCA","MYFITNESSPAL WWW.MYFITNESSCA","49.99","debit","Gym","Alliant Visa","",""
"9/26/2021","SMALLABLESA 35314369001 FR","PAYPAL *SMALLABLESA 35314369001 FR","36.00","debit","Charity","Alliant Visa","",""
"9/26/2021","eBay","eBay O*10-07647-26052 408-3766151 CA","36.84","debit","Shopping","Alliant Visa","",""
"9/26/2021","Discount Tire","DISCOUNT-TIRE-CO WAS-05 KIRKLAND WA","177.76","debit","Service & Parts","Alliant Visa","",""
"9/26/2021","PetSmart","PETSMART # 0378 WOODENVILLE WA","65.49","debit","Pet Food & Supplies","Alliant Visa","",""
"9/26/2021","TIRES.COM-ONLINE-ORDER 888-774-6560 AZ","TIRES.COM-ONLINE-ORDER 888-774-6560 AZ","355.55","debit","Service & Parts","Alliant Visa","",""
"9/25/2021","Netflix","NETFLIX.COM         866-579-7172        CA","15.46","debit","Internet","AmEx Blue Cash","",""
"9/25/2021","Costco Gas","COSTCO GAS #0747 WOODINVILLE WA","44.76","debit","Gas & Fuel","Costco Visa","",""
"9/24/2021","QFC","QFC                 KIRKLAND            WA","1.69","debit","Groceries","AmEx Blue Cash","",""
"9/24/2021","MIGHTY CODERS WWW.MIGHTY 24492161267000007591590; 08299;","MIGHTY CODERS WWW.MIGHTY","239.00","debit","Kids Activities","Fidelity Visa","",""
"9/24/2021","GRNCHEF209161831 888-236-7295 CO","GRNCHEF209161831 888-236-7295 CO","52.94","debit","Groceries","Alliant Visa","",""
"9/24/2021","LITRESOPERA 35314369001 IE","PAYPAL *LITRESOPERA 35314369001 IE","3.59","debit","Music","Alliant Visa","",""
"9/24/2021","GRNCHEF209161831 888-236-7295 CO","GRNCHEF209161831 888-236-7295 CO","52.94","debit","Groceries","Alliant Visa","",""
"9/24/2021","LITRESOPERA 35314369001 IE","PAYPAL *LITRESOPERA 35314369001 IE","3.59","debit","Music","Alliant Visa","",""
"9/24/2021","LITRESOPERA 35314369001 IE","PAYPAL *LITRESOPERA 35314369001 IE","1.65","debit","Music","Alliant Visa","",""
"9/24/2021","LITRESOPERA 35314369001 IE","PAYPAL *LITRESOPERA 35314369001 IE","1.65","debit","Music","Alliant Visa","",""
"9/24/2021","Moon Palace Sunrise 800-4049882 FL","Moon Palace Sunrise 800-4049882 FL","374.88","debit","Hotel","Costco Visa","",""
"9/24/2021","Alaska Air","ALASKA AIR 0272115342716SEATTLE WANAME: KONDRASHOV/VLADIMIR DEPART:11/07/2021 SEA TO DCA: AS: CLASS:X : STOP:   TO SEA: AS: CLASS:X : STOP: O","256.81","debit","Air Travel","Costco Visa","",""
"9/24/2021","Alaska Air","ALASKA AIR 0272115342717SEATTLE WANAME: KONDRASHOVA/ALISIIA DEPART:11/07/2021 SEA TO DCA: AS: CLASS:X : STOP:   TO SEA: AS: CLASS:X : STOP: O","256.81","debit","Air Travel","Costco Visa","",""
"9/24/2021","McDonald's","MCDONALD'S F3317 KIRKLAND WA","6.49","debit","Fast Food","Costco Visa","",""
"9/24/2021","Amazon","AMZN Mktp US*2G7ZB7KM2","10.86","debit","Shopping","Amazon Chase","",""
"9/24/2021","CHECK 129","CHECK","250.00","debit","Check","Chase Checking","",""
"9/23/2021","Comcast","COMCAST CABLE COMM 800-COMCA","92.30","debit","Internet","Fidelity Visa","",""
"9/23/2021","Amazon","Amazon Tips*2C74O7OF0","5.00","debit","Shopping","Amazon Chase","",""
"9/23/2021","PayPal","PAYPAL           INST XFER  GOOG","16.50","debit","Shopping","Chase Checking","",""
"9/22/2021","Nationwide","NATIONWIDE PET INS 800-872-7","107.88","debit","Pets","Fidelity Visa","",""
"9/22/2021","Hulu","HLU*Hulu 1032760682603 HULU.COM/","22.09","debit","Internet","Fidelity Visa","",""
"9/22/2021","NY TIMES NYTIME 402-935-7733 NY","PAYPAL *NY TIMES NYTIME 402-935-7733 NY","4.00","debit","Newspapers & Magazines","Alliant Visa","",""
"9/22/2021","IN *SAPPHIRE GUTTER LLC 425-9513080 WA","IN *SAPPHIRE GUTTER LLC 425-9513080 WA","1894.64","debit","Home Improvement","Alliant Visa","",""
"9/22/2021","Amazon","Amazon.com*2G0L56YX0","43.20","debit","Shopping","Amazon Chase","",""
"9/21/2021","Whole Foods","WHOLEFDS KRK#10655 0KIRKLAND            WA","117.01","debit","Groceries","AmEx Blue Cash","",""
